40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,47,40,40,40,40,40,40,40,47,40,40,40,40,46,40,40,40,40,40,40,40,40,40,47,40,40
40,40,40,24,26,26,26,26,26,26,27,40,40,40,40,40,40,40,40,40,40,40,47,40,40,40,40,40,40,40,40,40,40,40,47,40,40,40,40,24,26,26,26,26,26,27,40,40,47,40
40,40,24,35,0,1,1,1,1,3,34,27,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,24,26,26,35,16,0,2,3,16,34,27,40,40,40
40,40,30,0,11,8,7,8,8,10,3,33,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,46,40,40,40,24,35,16,16,16,16,6,8,10,3,16,34,27,40,40
40,40,30,6,8,7,7,7,7,7,9,33,40,40,40,40,40,40,40,40,40,40,24,25,25,25,25,25,25,27,40,40,40,40,24,35,0,1,1,1,2,11,7,8,15,16,16,34,27,40
40,40,30,6,7,7,7,7,7,8,9,33,40,40,40,40,40,40,40,40,40,24,35,0,2,2,2,2,3,34,27,40,40,40,30,16,6,7,8,7,8,7,7,7,10,3,16,16,33,40
40,40,30,6,8,7,7,7,7,7,9,33,40,40,40,40,40,40,40,40,40,30,0,11,7,7,8,7,10,3,33,40,40,40,30,16,6,8,7,7,7,7,7,7,7,10,3,16,34,27
40,40,30,18,5,7,8,8,7,8,9,34,26,26,26,26,27,40,40,40,40,30,6,8,7,7,7,7,8,15,33,40,40,40,30,16,18,20,5,8,7,7,7,7,7,8,15,16,16,33
40,40,42,29,18,20,20,20,20,20,21,16,0,1,1,3,34,27,40,40,40,30,6,8,7,7,7,7,7,15,33,40,40,40,42,43,44,29,6,7,7,8,8,7,7,7,15,16,28,45
40,40,40,42,44,43,43,43,43,43,29,0,11,8,7,10,3,34,27,40,40,30,6,7,7,7,7,7,8,9,34,27,40,47,40,40,40,30,6,14,7,7,7,7,7,4,21,16,33,40
40,40,40,40,40,40,40,40,40,40,30,6,7,8,7,8,10,3,33,40,40,30,6,7,7,7,7,7,7,10,3,33,40,40,24,25,25,35,6,7,7,7,7,7,13,9,28,43,45,40
40,40,40,40,40,40,40,40,40,40,30,6,14,7,7,13,7,9,33,40,40,30,6,8,7,7,7,7,7,8,9,33,40,40,36,16,16,0,11,7,8,8,7,7,7,9,33,40,46,40
40,46,40,40,40,40,40,24,25,25,35,6,8,7,7,8,4,21,33,40,40,30,18,5,7,7,8,8,7,7,9,33,40,24,35,0,1,11,8,7,7,7,7,8,7,9,34,27,40,40
40,40,40,40,40,40,40,30,0,2,2,11,7,7,7,7,9,28,45,40,40,42,29,18,19,19,19,19,19,19,21,33,40,30,16,12,8,7,7,7,7,7,7,7,7,10,3,34,27,40
40,40,40,47,40,40,40,30,6,14,7,8,7,7,4,20,21,34,25,26,26,25,35,16,28,44,44,44,44,44,44,45,40,30,16,12,7,7,7,7,7,7,7,8,7,7,10,3,33,40
40,40,40,40,40,40,40,30,6,8,7,7,7,7,9,16,16,16,0,1,1,1,1,3,34,26,26,26,26,27,40,40,40,42,29,18,5,8,7,7,7,7,7,7,8,7,7,15,33,40
40,40,40,40,40,40,40,30,18,5,7,8,7,7,10,3,16,0,11,7,8,8,14,9,0,1,1,1,3,34,26,27,40,40,42,29,18,19,5,8,7,7,7,7,7,7,8,15,33,40
40,40,40,40,40,40,40,42,29,18,19,19,5,7,8,10,1,11,8,14,7,7,8,10,11,13,8,7,10,2,3,34,26,27,40,30,16,16,12,8,7,7,7,7,7,7,7,9,33,40
40,40,46,40,40,40,40,40,30,0,1,1,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,8,10,2,3,33,40,42,29,16,18,5,8,7,7,7,7,8,8,15,33,40
40,40,40,40,40,40,40,40,30,12,14,7,7,7,8,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,8,14,9,33,40,40,42,44,29,18,5,8,7,7,8,4,19,21,33,40
40,40,40,40,40,40,40,40,30,12,7,7,8,13,4,20,5,8,7,7,8,7,7,7,7,7,7,8,7,7,7,7,9,34,26,26,27,40,42,29,18,20,19,19,20,21,16,28,45,40
40,47,40,40,40,40,40,40,30,18,19,20,20,20,21,23,18,20,5,7,7,7,7,7,7,7,7,7,7,7,7,7,10,2,2,3,33,40,40,42,29,16,16,16,16,16,28,45,40,40
40,40,40,40,40,40,40,40,42,43,43,43,43,43,43,43,29,0,11,14,7,7,7,7,7,7,7,7,7,7,8,7,7,8,7,9,33,40,40,40,42,44,44,44,44,44,45,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,24,26,26,35,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,7,8,9,33,40,40,40,40,40,40,40,40,40,40,47,40,40
40,40,40,24,25,25,25,25,25,25,25,25,27,30,0,2,2,11,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,9,34,26,26,27,40,47,40,40,40,40,40,40,40,40
40,40,24,35,0,2,2,2,2,2,2,3,34,35,12,8,8,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,14,10,1,2,3,34,25,26,26,26,27,40,40,40,46,40
40,40,30,0,11,7,8,7,14,7,8,10,2,2,11,7,7,7,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,2,2,2,2,3,34,27,40,40,40,40
40,40,30,6,7,13,7,7,7,7,7,14,7,13,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,8,13,8,10,3,34,27,40,40,40
40,40,30,6,14,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,13,7,7,8,7,7,7,7,7,7,7,10,3,33,40,40,40
40,40,30,6,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,8,7,7,8,9,33,40,40,40
40,40,30,18,5,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,7,7,7,7,7,7,7,7,7,14,7,7,9,33,40,40,40
40,40,42,29,18,5,8,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,13,7,7,8,4,20,20,5,8,7,7,7,7,7,7,7,7,13,9,33,40,40,40
40,40,40,42,29,18,5,7,7,7,7,13,7,14,7,7,7,13,7,7,7,7,7,7,7,7,7,7,7,7,7,9,28,29,18,19,5,7,7,13,7,7,7,7,8,9,33,40,40,40
40,46,40,24,35,0,11,7,7,7,7,4,20,20,5,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,39,42,44,29,12,8,7,7,7,13,8,4,20,21,33,40,40,40
40,40,40,30,0,11,14,7,7,7,8,15,28,29,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,33,40,24,35,12,8,7,7,7,8,4,21,28,44,45,40,40,40
40,40,40,30,6,8,7,7,7,8,4,21,33,30,18,5,8,7,13,7,7,7,7,7,7,7,7,7,7,7,8,9,33,40,30,0,11,7,7,7,7,7,10,3,34,27,40,40,40,40
40,40,40,30,6,8,7,7,7,13,15,28,45,42,29,18,5,7,7,7,7,7,7,7,7,7,7,7,7,13,7,9,33,40,30,6,8,7,7,7,7,7,8,10,3,34,27,40,40,40
40,40,40,30,6,7,7,7,7,8,15,33,40,40,42,29,18,5,7,7,7,7,7,7,7,7,7,7,7,7,7,9,33,40,30,12,7,13,8,7,7,7,7,7,10,3,34,27,40,40
40,40,40,30,18,5,13,8,8,7,15,33,40,40,40,30,16,6,8,7,7,7,7,7,7,7,7,7,7,7,4,21,33,40,30,6,8,7,7,7,7,8,7,7,8,10,3,33,40,40
40,40,40,42,29,18,19,19,19,19,21,33,40,40,40,30,0,11,7,7,7,7,7,7,7,7,7,7,7,8,9,28,45,40,30,6,7,7,7,7,7,7,7,7,7,8,9,33,40,40
40,47,40,40,42,44,44,44,44,44,44,45,40,40,40,30,6,7,7,7,7,7,7,7,7,7,7,7,7,8,15,33,40,40,30,12,14,7,8,7,7,7,7,8,7,7,9,33,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,36,12,8,7,13,7,7,7,7,7,7,7,7,7,4,21,33,40,40,30,12,7,7,7,7,7,13,7,7,7,13,9,33,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,36,6,14,7,7,7,7,7,7,7,7,7,7,7,9,28,45,47,40,30,18,19,5,8,7,7,8,8,7,8,4,21,33,40,40
40,40,46,40,40,40,40,40,40,40,40,40,40,40,40,36,12,7,7,7,7,7,7,7,7,7,7,7,8,9,33,40,40,46,42,43,29,18,20,20,20,19,20,19,19,21,28,45,40,40
